Customer,Date,Document Number,SFCC Create WO,Item: Name,Item: Display Name,Quantity,Amount (Net)
CUST466 Default SFCC Customer,5/14/2025,SO0107787,Yes,S004452,Custom Monogram Vertical Stripe Duffel,1,235
CUST466 Default SFCC Customer,5/14/2025,SO0107787,No,HNDL0030,"Sub-Assembly | Shoulder Strap | Navy 2"" Webbing | Nickel Trim |",1,0
CUST466 Default SFCC Customer,5/14/2025,SO0107787,No,APPL0121,Applique | Stripe | 3.75x28 | Red |,1,0
CUST466 Default SFCC Customer,5/14/2025,SO0107787,No,HNDL0048,"Sub-Assembly | Spliced Handle | Navy Rope | 1/2"" | 105""|",1,0
CUST466 Default SFCC Customer,5/14/2025,SO0107787,No,APPL0180,Applique | CV | Monogram | 2x3.25 | Red |,1,0
CUST466 Default SFCC Customer,5/14/2025,SO0107787,No,APPL0176,Applique | Stripe | 3.75x28 | Royal |,1,0
CUST466 Default SFCC Customer,5/14/2025,SO0107789,No,S004981,Cure Sand Dollar and Stripe Wristlet,1,21.4
CUST466 Default SFCC Customer,5/14/2025,SO0107789,No,S004434,Wristlet Small Emerald Coast Map,1,21.39
CUST466 Default SFCC Customer,5/14/2025,SO0107789,No,V007028,Vintage Tanbark Crew Belt,1,61.81
CUST466 Default SFCC Customer,5/14/2025,SO0107789,No,S004752,Regatta Stripe Race Wristlet,1,21.4
CUST466 Default SFCC Customer,5/14/2025,SO0107789,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/14/2025,SO0107789,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/14/2025,SO0107790,No,S005280,Cure Pink Lobster Medium Tote,1,175
CUST466 Default SFCC Customer,5/14/2025,SO0107791,No,S005258,2025 Graduation Wristlet Navy,2,60
CUST466 Default SFCC Customer,5/14/2025,SO0107792,No,S500100,Octopus Wristlet,1,30
CUST466 Default SFCC Customer,5/14/2025,SO0107792,No,S003908,Multicolor Octopus Wristlet,1,30
CUST466 Default SFCC Customer,5/14/2025,SO0107794,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/14/2025,SO0107794,No,S400043,Wine Bag Anchor Navy,1,38.25
CUST466 Default SFCC Customer,5/14/2025,SO0107794,No,S000903,All Purpose Navy Tool Bucket Bag,1,63.75
CUST466 Default SFCC Customer,5/14/2025,SO0107794,No,S002262,Navy Anchor Beverage Bucket Bag,1,63.75
CUST466 Default SFCC Customer,5/14/2025,SO0107796,No,S003208,Rose Gold-on-Navy Mariner Stripe Slim Crossbody Bag,1,75
CUST466 Default SFCC Customer,5/14/2025,SO0107796,No,S002462,Gold Mermaid Tail and Waves Large Wristlet,1,45
CUST466 Default SFCC Customer,5/14/2025,SO0107797,No,S001591,Four Leaf Clover Wine Bag,1,33.75
CUST466 Default SFCC Customer,5/14/2025,SO0107797,No,S004434,Wristlet Small Emerald Coast Map,1,22.5
CUST466 Default SFCC Customer,5/14/2025,SO0107797,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/14/2025,SO0107798,No,S005334,Black Anchor on Barnacle Belt Bag,1,58.5
CUST466 Default SFCC Customer,5/14/2025,SO0107798,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/14/2025,SO0107799,No,S005279,Swimming Sea Turtles Medium Tote,1,175
CUST466 Default SFCC Customer,5/14/2025,SO0107800,No,V001652C-1484,Vintage Handbag,1,180
CUST466 Default SFCC Customer,5/14/2025,SO0107801,No,V000143CP-2421,Tote Medium Vintage with Clasp and Hanging Pocket,1,202.5
CUST466 Default SFCC Customer,5/14/2025,SO0107801,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/14/2025,SO0107802,No,S003210,Breton Stripe White Anchor Wristlet,1,30
CUST466 Default SFCC Customer,5/14/2025,SO0107802,No,S004507C,Handbag Breton Stripe White Anchor with Clasp,1,150
CUST466 Default SFCC Customer,5/14/2025,SO0107803,No,S005334,Black Anchor on Barnacle Belt Bag,1,65
CUST466 Default SFCC Customer,5/14/2025,SO0107804,No,S005286,Cure Pink Lobster Wristlet,4,120
CUST466 Default SFCC Customer,5/14/2025,SO0107805,No,S003205,Multicolor Lobster Wristlet,1,25.5
CUST466 Default SFCC Customer,5/14/2025,SO0107805,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/14/2025,SO0107806,No,S004854,Multicolor Nautilus Convertible Bucket Bag,1,101.25
CUST466 Default SFCC Customer,5/14/2025,SO0107806,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/14/2025,SO0107807,No,S005286,Cure Pink Lobster Wristlet,1,30
CUST466 Default SFCC Customer,5/14/2025,SO0107807,No,S005280,Cure Pink Lobster Medium Tote,1,175
CUST466 Default SFCC Customer,5/14/2025,SO0107808,No,S005258,2025 Graduation Wristlet Navy,1,30
CUST466 Default SFCC Customer,5/14/2025,SO0107809,No,S004981,Cure Sand Dollar and Stripe Wristlet,1,22.5
CUST466 Default SFCC Customer,5/14/2025,SO0107809,No,S004968,Cure Sand Dollar and Stripes Medium Tote,1,131.25
CUST466 Default SFCC Customer,5/14/2025,SO0107809,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/14/2025,SO0107810,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/14/2025,SO0107810,No,S004287,Tote Medium Blue Sea Urchins,1,131.25
CUST466 Default SFCC Customer,5/14/2025,SO0107811,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/14/2025,SO0107811,No,S004968,Cure Sand Dollar and Stripes Medium Tote,1,131.25
CUST466 Default SFCC Customer,5/14/2025,SO0107812,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/14/2025,SO0107812,No,S004952C,Sunflower Handbag,1,135
CUST466 Default SFCC Customer,5/14/2025,SO0107813,No,S004889,Life is Good Garden Golden Wristlet,1,30
CUST466 Default SFCC Customer,5/14/2025,SO0107814,No,S005258,2025 Graduation Wristlet Navy,1,30
CUST466 Default SFCC Customer,5/14/2025,SO0107815,No,S004286,Multicolor Starfish Wristlet,1,30
CUST466 Default SFCC Customer,5/14/2025,SO0107816,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/14/2025,SO0107816,No,S004971,Wavy Seas Medium Tote,1,157.5
CUST466 Default SFCC Customer,5/14/2025,SO0107816,No,S003194,Wristlet Large Sand Dollar White on Navy,1,40.5
CUST466 Default SFCC Customer,5/14/2025,SO0107818,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/14/2025,SO0107818,No,S005287,Life is Good Shell Print Wristlet,1,30
CUST466 Default SFCC Customer,5/14/2025,SO0107818,No,S004981,Cure Sand Dollar and Stripe Wristlet,1,22.5
CUST466 Default SFCC Customer,5/14/2025,SO0107819,No,S002578,Red Mariner Stripe Large Wristlet,1,40.5
CUST466 Default SFCC Customer,5/14/2025,SO0107819,No,S005332,Dragonskin Ditty Bag,2,63
CUST466 Default SFCC Customer,5/14/2025,SO0107819,No,S002495,White-on-Navy Anchor Large Wristlet,1,40.5
CUST466 Default SFCC Customer,5/14/2025,SO0107819,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/14/2025,SO0107821,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/14/2025,SO0107821,No,V000205CP-3059,Tote Large Vintage with Clasp and Hanging Pocket,1,225
CUST466 Default SFCC Customer,5/14/2025,SO0107822,No,S005286,Cure Pink Lobster Wristlet,1,27.26
CUST466 Default SFCC Customer,5/14/2025,SO0107822,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/14/2025,SO0107822,No,S002592C,Tanbark Octopus Tote Medium,1,172.65
CUST466 Default SFCC Customer,5/14/2025,SO0107822,No,S400042,Black on Black Anchor Wristlet,1,27.27
CUST466 Default SFCC Customer,5/14/2025,SO0107822,No,S002496,Octopus Large Wristlet,1,40.89
CUST466 Default SFCC Customer,5/14/2025,SO0107822,No,S005272,Multicolor Nautilus Cosmetic Bag,1,45.43
CUST466 Default SFCC Customer,5/15/2025,SO0107823,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107823,No,S004966,Bluefin Tuna Medium Tote,1,131.25
CUST466 Default SFCC Customer,5/15/2025,SO0107824,No,V000143CP-2406,Tote Medium Vintage with Clasp and Hanging Pocket,1,191.25
CUST466 Default SFCC Customer,5/15/2025,SO0107824,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107825,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107825,No,S004134ZP,Tote Large Stripe Rose Gold on Navy Mariner Print with Zip Top and Hanging Pocket,1,238.5
CUST466 Default SFCC Customer,5/15/2025,SO0107826,No,S400092,Black Lab Large Tote,1,195
CUST466 Default SFCC Customer,5/15/2025,SO0107828,No,ADDS0028,Add | Closure | CV | Large Tote | Clasp |,1,13.5
CUST466 Default SFCC Customer,5/15/2025,SO0107828,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107828,No,APPL0145,Applique | CV | Date | 6x21.5 | Gold |,1,9
CUST466 Default SFCC Customer,5/15/2025,SO0107828,No,HNDL0014,"Sub-Assembly | Spliced Handle | White Rope | 1/2"" | 125""|",1,0
CUST466 Default SFCC Customer,5/15/2025,SO0107828,Yes,S003306,Custom Date Tote Large,1,211.5
CUST466 Default SFCC Customer,5/15/2025,SO0107828,No,ADDS0021,Add | Hanging Pocket | CV | No Pocket |,1,0
CUST466 Default SFCC Customer,5/15/2025,SO0107829,No,S004506C,Handbag Stripe Rose Gold on Navy Mariner Print with Clasp,1,170
CUST466 Default SFCC Customer,5/15/2025,SO0107830,No,S003182,Sea Glass Print Slim Crossbody,1,63.75
CUST466 Default SFCC Customer,5/15/2025,SO0107830,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107831,No,ECUS0019,Custom Visualizer | Ecom Custom Design Option | One Side,1,0
CUST466 Default SFCC Customer,5/15/2025,SO0107831,No,ADDS0028,Add | Closure | CV | Large Tote | Clasp |,1,15
CUST466 Default SFCC Customer,5/15/2025,SO0107831,No,ADDS0030,Add | Tote | Interior Pockets |,1,25
CUST466 Default SFCC Customer,5/15/2025,SO0107831,Yes,S000275,Tote | Full Custom | Large | Hemp Rope |,1,245
CUST466 Default SFCC Customer,5/15/2025,SO0107832,No,T003433,Square Knot Bracelet - Navy Check - Small,1,28
CUST466 Default SFCC Customer,5/15/2025,SO0107833,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107833,No,S000199,Navy Anchor Large Tote Hemp Rope,1,153
CUST466 Default SFCC Customer,5/15/2025,SO0107834,No,V000205CP-3042,Tote Large Vintage with Clasp and Hanging Pocket,1,250
CUST466 Default SFCC Customer,5/15/2025,SO0107835,No,ECUS0013,Custom Text | Custom Visualizer | Print Color | Navy,1,0
CUST466 Default SFCC Customer,5/15/2025,SO0107835,Yes,S002669,Ogunquit | Full Custom | Hemp Rope |,1,315
CUST466 Default SFCC Customer,5/15/2025,SO0107835,No,ECUS0019,Custom Visualizer | Ecom Custom Design Option | One Side,1,0
CUST466 Default SFCC Customer,5/15/2025,SO0107836,No,S000999,Wristlet Small Nautical Chart Cape Cod,1,30
CUST466 Default SFCC Customer,5/15/2025,SO0107837,No,Gift Card,,1,100
CUST466 Default SFCC Customer,5/15/2025,SO0107838,No,Gift Card,,1,100
CUST466 Default SFCC Customer,5/15/2025,SO0107839,No,HNDL0011,"Sub-Assembly | Spliced Handle | Hemp Rope | 1/2"" | 125""|",1,0
CUST466 Default SFCC Customer,5/15/2025,SO0107839,No,ECUS0013,Custom Text | Custom Visualizer | Print Color | Navy,1,0
CUST466 Default SFCC Customer,5/15/2025,SO0107839,No,ADDS0028,Add | Closure | CV | Large Tote | Clasp |,1,15
CUST466 Default SFCC Customer,5/15/2025,SO0107839,No,ADDS0004,Add | Hanging Pkt | Large | Sail  | Stamp |,1,25
CUST466 Default SFCC Customer,5/15/2025,SO0107839,Yes,S005355,Custom Last Name Tote,1,235
CUST466 Default SFCC Customer,5/15/2025,SO0107841,No,S005282,Blue Nautilus Print Medium Tote,1,148.75
CUST466 Default SFCC Customer,5/15/2025,SO0107841,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107842,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107842,No,S005284,Santorini Stripe Pier Tote,1,182.75
CUST466 Default SFCC Customer,5/15/2025,SO0107844,No,ECUS0019,Custom Visualizer | Ecom Custom Design Option | One Side,1,0
CUST466 Default SFCC Customer,5/15/2025,SO0107844,No,ADDS0004,Add | Hanging Pkt | Large | Sail  | Stamp |,1,25
CUST466 Default SFCC Customer,5/15/2025,SO0107844,No,ADDS0028,Add | Closure | CV | Large Tote | Clasp |,1,15
CUST466 Default SFCC Customer,5/15/2025,SO0107844,Yes,S000275,Tote | Full Custom | Large | Hemp Rope |,1,245
CUST466 Default SFCC Customer,5/15/2025,SO0107845,No,S003160,Wristlet Large Maine Bicentennial,1,50
CUST466 Default SFCC Customer,5/15/2025,SO0107845,No,S005257,2025 Graduation Wristlet Red,1,30
CUST466 Default SFCC Customer,5/15/2025,SO0107846,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107846,No,S001549CP,Red Mariner Stripe Large Tote with Clasp and Hanging Pocket,1,211.5
CUST466 Default SFCC Customer,5/15/2025,SO0107847,No,S004562,Mermaid Print Wristlet,1,30
CUST466 Default SFCC Customer,5/15/2025,SO0107847,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107847,No,S004957,Mermaid Print Slim Crossbody,1,56.25
CUST466 Default SFCC Customer,5/15/2025,SO0107848,No,S002187,Paw Print Medium Tote,1,148.75
CUST466 Default SFCC Customer,5/15/2025,SO0107848,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107849,No,S001993,Chebeague Weekender,1,275
CUST466 Default SFCC Customer,5/15/2025,SO0107850,No,ADDS0004,Add | Hanging Pkt | Large | Sail  | Stamp |,1,22.5
CUST466 Default SFCC Customer,5/15/2025,SO0107850,Yes,S003326,Custom Single Letter Tote Large,1,189
CUST466 Default SFCC Customer,5/15/2025,SO0107850,No,ADDS0028,Add | Closure | CV | Large Tote | Clasp |,1,13.5
CUST466 Default SFCC Customer,5/15/2025,SO0107850,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107850,No,APPL0157,Applique | CV | Single Letter | 7.25x21 | Neon Pink |,1,0
CUST466 Default SFCC Customer,5/15/2025,SO0107850,No,HNDL0011,"Sub-Assembly | Spliced Handle | Hemp Rope | 1/2"" | 125""|",1,0
CUST466 Default SFCC Customer,5/15/2025,SO0107851,No,S001565,Octopus Duffel,1,178.5
CUST466 Default SFCC Customer,5/15/2025,SO0107851,No,S005277,Swimming Sea Turtles Slim Crossbody,1,63.75
CUST466 Default SFCC Customer,5/15/2025,SO0107851,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107852,No,S005294,Navy Mariner Stripe Chebeague Crossbody,25,"3,750.00"
CUST466 Default SFCC Customer,5/15/2025,SO0107853,No,S001992,Chebeague Tote,1,225
CUST466 Default SFCC Customer,5/15/2025,SO0107854,No,S004136,Chebeague Crossbody Bag,1,150
CUST466 Default SFCC Customer,5/15/2025,SO0107855,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107855,No,S000199ZP,Navy Anchor Large Tote Hemp Rope with Zip Top and Hanging Pocket,1,199.75
CUST466 Default SFCC Customer,5/15/2025,SO0107856,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107856,No,S002499,Navy Anchor Large Wristlet,1,38.25
CUST466 Default SFCC Customer,5/15/2025,SO0107857,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107857,No,V000205CP-3068,Tote Large Vintage with Clasp and Hanging Pocket,1,212.5
CUST466 Default SFCC Customer,5/15/2025,SO0107858,No,S005258,2025 Graduation Wristlet Navy,1,30
CUST466 Default SFCC Customer,5/15/2025,SO0107859,No,S004145,Multicolor Nautilus Ogunquit Beach Tote,1,265
CUST466 Default SFCC Customer,5/15/2025,SO0107860,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107860,No,S004432,Emerald Coast Map Beverage Bucket,1,49.5
CUST466 Default SFCC Customer,5/15/2025,SO0107860,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107860,No,S001992,Chebeague Tote,1,198
CUST466 Default SFCC Customer,5/15/2025,SO0107861,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107861,No,S002173CP,Kanagawa Wave Tote with Clasp and Hanging Pocket,2,423
CUST466 Default SFCC Customer,5/15/2025,SO0107862,No,S004861,Jolly Roger Beverage Bucket,1,75
CUST466 Default SFCC Customer,5/15/2025,SO0107864,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107864,No,S003207,Multicolor Nautilus Slim Crossbody,1,63.75
CUST466 Default SFCC Customer,5/15/2025,SO0107867,No,S003888ZP,Watercolor Dragonfly Tote with Zip Top and Hanging Pocket,2,418.13
CUST466 Default SFCC Customer,5/15/2025,SO0107867,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107867,No,S004287,Tote Medium Blue Sea Urchins,2,238.61
CUST466 Default SFCC Customer,5/15/2025,SO0107867,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107867,No,S004431,Tote Medium Emerald Coast Map,2,238.61
CUST466 Default SFCC Customer,5/15/2025,SO0107867,No,S005282,Blue Nautilus Print Medium Tote,2,318.15
CUST466 Default SFCC Customer,5/15/2025,SO0107868,No,S004498,Tote Medium Maine Landmarks,1,175
CUST466 Default SFCC Customer,5/15/2025,SO0107869,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107869,No,S000545,White-on-Navy Anchor Large Tote,1,165.75
CUST466 Default SFCC Customer,5/15/2025,SO0107870,No,S004154,Wristlet Large Blue Stripe Print,1,33.75
CUST466 Default SFCC Customer,5/15/2025,SO0107870,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107871,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107871,No,S004154,Wristlet Large Blue Stripe Print,1,33.75
CUST466 Default SFCC Customer,5/15/2025,SO0107872,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107872,No,S004151,Multicolor Lobster Beverage Bucket,1,67.5
CUST466 Default SFCC Customer,5/15/2025,SO0107873,No,S003210,Breton Stripe White Anchor Wristlet,1,25.5
CUST466 Default SFCC Customer,5/15/2025,SO0107873,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107873,No,S004507C,Handbag Breton Stripe White Anchor with Clasp,1,127.5
CUST466 Default SFCC Customer,5/15/2025,SO0107874,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107874,No,S004287,Tote Medium Blue Sea Urchins,1,131.25
CUST466 Default SFCC Customer,5/15/2025,SO0107875,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107875,No,S001956,Sailboat Change Purse,1,15
CUST466 Default SFCC Customer,5/15/2025,SO0107875,No,S004434,Wristlet Small Emerald Coast Map,1,22.5
CUST466 Default SFCC Customer,5/15/2025,SO0107876,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/15/2025,SO0107876,No,S004154,Wristlet Large Blue Stripe Print,1,33.75
CUST466 Default SFCC Customer,5/15/2025,SO0107877,No,S002262,Navy Anchor Beverage Bucket Bag,1,75
CUST466 Default SFCC Customer,5/15/2025,SO0107878,No,S005290,Blue Nautilus Print Wristlet,1,30
CUST466 Default SFCC Customer,5/15/2025,SO0107878,No,S003908,Multicolor Octopus Wristlet,1,30
CUST466 Default SFCC Customer,5/16/2025,SO0107879,No,S005286,Cure Pink Lobster Wristlet,1,30
CUST466 Default SFCC Customer,5/16/2025,SO0107879,No,S005280,Cure Pink Lobster Medium Tote,1,175
CUST466 Default SFCC Customer,5/16/2025,SO0107880,No,T003744,Bracelet - Beaded Sea Turtle,1,20
CUST466 Default SFCC Customer,5/16/2025,SO0107880,No,T003742,Bracelet - Beaded Whale,1,20
CUST466 Default SFCC Customer,5/16/2025,SO0107881,No,S003609,Tanbark Change Purse,1,12.75
CUST466 Default SFCC Customer,5/16/2025,SO0107881,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/16/2025,SO0107881,No,S002592C,Tanbark Octopus Tote Medium,1,161.5
CUST466 Default SFCC Customer,5/16/2025,SO0107882,No,S005276,Life is Good Shell Print Ogunquit Beach Tote,1,265
CUST466 Default SFCC Customer,5/16/2025,SO0107883,No,S005277,Swimming Sea Turtles Slim Crossbody,1,63.75
CUST466 Default SFCC Customer,5/16/2025,SO0107883,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/16/2025,SO0107884,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/16/2025,SO0107884,No,V007028,Vintage Tanbark Crew Belt,1,55.25
CUST466 Default SFCC Customer,5/16/2025,SO0107885,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/16/2025,SO0107885,No,S005352,French Stripe Crossbody Tote,1,139.53
CUST466 Default SFCC Customer,5/16/2025,SO0107885,No,S005335,Beach to Beacon Belt Bag,1,60.47
CUST466 Default SFCC Customer,5/16/2025,SO0107886,No,ECUS0020,Custom Visualizer | Ecom Custom Design Option | Two Sides,1,50
CUST466 Default SFCC Customer,5/16/2025,SO0107886,No,S005286,Cure Pink Lobster Wristlet,1,30
CUST466 Default SFCC Customer,5/16/2025,SO0107886,Yes,S001685,Handbag | Full Custom | Black Rope |,1,200
CUST466 Default SFCC Customer,5/16/2025,SO0107886,No,ADDS0035,Add | Closure | CV | Handbag | Zip Top |,1,30
CUST466 Default SFCC Customer,5/16/2025,SO0107887,No,S005280,Cure Pink Lobster Medium Tote,1,175
CUST466 Default SFCC Customer,5/16/2025,SO0107888,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/16/2025,SO0107888,No,S004981,Cure Sand Dollar and Stripe Wristlet,1,22.5
CUST466 Default SFCC Customer,5/16/2025,SO0107888,No,S004842,Multicolor Lobster Wine Bag,1,45
CUST466 Default SFCC Customer,5/16/2025,SO0107889,No,S004975,Wavy Seas Wristlet,2,60
CUST466 Default SFCC Customer,5/16/2025,SO0107890,No,S004154,Wristlet Large Blue Stripe Print,1,33.75
CUST466 Default SFCC Customer,5/16/2025,SO0107890,No,S004968,Cure Sand Dollar and Stripes Medium Tote,1,131.25
